instance_name,vars,bin_vars,int_vars,cont_vars,implint_vars,fixed_vars,tot_objnonzero,bin_objnonzero,int_objnonzero,cont_objnonzero,implint_objnonzero,fixed_objnonzero,per_finit_upper,per_finit_lower,ub_mean,ub_min,ub_max,ub_std,ub_median,ub_density,lb_mean,lb_min,lb_max,lb_std,lb_median,lb_density,boundrange_mean,boundrange_min,boundrange_max,boundrange_std,boundrange_median,obj_dyn,objcoeff_all_mean,objcoeff_all_min,objcoeff_all_max,objcoeff_all_std,objcoeff_all_median,objcoeff_bin_mean,objcoeff_bin_min,objcoeff_bin_max,objcoeff_bin_std,objcoeff_bin_median,objcoeff_int_mean,objcoeff_int_min,objcoeff_int_max,objcoeff_int_std,objcoeff_int_median,objcoeff_cont_mean,objcoeff_cont_min,objcoeff_cont_max,objcoeff_cont_std,objcoeff_cont_median,objcoeff_implint_mean,objcoeff_implint_min,objcoeff_implint_max,objcoeff_implint_std,objcoeff_implint_median,objcoeff_fixed_mean,objcoeff_fixed_min,objcoeff_fixed_max,objcoeff_fixed_std,objcoeff_fixed_median,constr,lintotal_constr,linempty_constr,linfree_constr,linsing_constr,linaggr_constr,linprec_constr,linvarbd_constr,linsetpart_constr,linsetpack_constr,linsetcov_constr,lincard_constr,lininvknap_constr,lineqknap_constr,linbinpack_constr,linknaps_constr,linintknap_constr,linmixbin_constr,lingen_constr,constr_mean,constr_min,constr_max,constr_std,constr_median,rh_constr_mean,rh_constr_min,rh_constr_max,rh_constr_std,rh_constr_median,rh_constr_density,lh_constr_mean,lh_constr_min,lh_constr_max,lh_constr_std,lh_constr_median,lh_constr_density,ranged_rows,rh_constr_ratio,lh_constr_ratio,nvar_all_mean,nvar_all_min,nvar_all_max,nvar_all_std,nvar_all_median,constr_coeff_mean_mean,constr_coeff_mean_min,constr_coeff_mean_max,constr_coeff_mean_std,constr_coeff_mean_median,constr_coeff_min_mean,constr_coeff_min_min,constr_coeff_min_max,constr_coeff_min_std,constr_coeff_min_median,constr_coeff_max_mean,constr_coeff_max_min,constr_coeff_max_max,constr_coeff_max_std,constr_coeff_max_median,constr_coeff_std_mean,constr_coeff_std_min,constr_coeff_std_max,constr_coeff_std_std,constr_coeff_std_median,constr_coeff_ratio_mean,constr_coeff_ratio_min,constr_coeff_ratio_max,constr_coeff_ratio_std,constr_coeff_ratio_median,constr_matrix_density,nonzeroes,indicator_constr,sos_constr,other_constr,clique_mean,clique_min,clique_max,clique_std,clique_median,dynamism_mean,dynamism_min,dynamism_max,dynamism_std,dynamism_median
miplib2010_50v-10/instances/50v-10.mps.gz,2013,1464,183,366,0,0,1647,1464,183,0,0,0,0.818182,1,24.4444,1,212,4399.81,1,1,0,-0,-0,0,0,0,24.4444,1,212,4399.81,1,2.64082,111.336,0,721.62,17072.1,65.33,107.826,1.65,498.18,8673.73,75.75,362.09,18.99,721.62,30758.3,373.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,183,11.5622,0,1347,8107.82,0,0,-97,1347,8242.09,0,0.111588,0,-97,1347,39023.8,-5.5,0.52,0,1,0.214592,11.7811,8,24,5.94757,11,-0.215524,-0.274411,0,0.0127462,-0.274411,-1,-1,-1,0,-1,0.218228,0.00462963,1,0.167705,0.00462963,0.311851,0.101818,1.14286,0.16229,0.101818,-1,-1,-1,0,-1,0.00585252,2745,0,0,0,0,0,0,0,0,1.8335,0,2.33445,0.92246,2.33445
miplib2010_drayage/instances/drayage-50-4.mps.gz,11090,11025,0,65,0,0,7734,7734,0,0,0,0,0.994139,1,1,1,1,0,1,1,0,-0,-0,0,-0,0,1,1,1,0,1,1.89001,1328.36,0,24964.7,2.13772e+06,1199.4,1336.19,0,24964.7,2.13986e+06,1199.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4630,4630,0,0,195,0,0,0,210,0,0,0,0,0,0,0,0,4225,0,605.667,0,41251,1.51231e+07,0.742076,5918.37,1,41251,1.31536e+08,1,1,256.447,-1,34051,5.6375e+06,-0.730656,0.985761,0,0.0593952,0.985961,8.97408,1,105,457.636,4,-0.0912095,-1,1,0.122765,-0.182664,-0.839093,-1,1,0.281946,-1,0.314718,-1,1,0.0701087,0.269344,0.282086,0,0.40062,0.00906245,0.30945,-0.839093,-1,1,0.281946,-1,0.000809205,41550,0,0,0,0.000622445,9.07029e-05,0.00952381,3.93928e-06,0.000181406,4.35737,0,4.77815,1.82098,4.77815
miplib2010_drayage/instances/drayage-75-25.mps.gz,11090,11025,0,65,0,0,7834,7834,0,0,0,0,0.994139,1,1,1,1,0,1,1,0,-0,-0,0,-0,0,1,1,1,0,1,1.88182,1345.07,0,24498.3,2.14647e+06,1199.4,1353,0,24498.3,2.14839e+06,1199.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4630,4630,0,0,195,0,0,0,210,0,0,0,0,0,0,0,0,4225,0,615.63,0,41181,1.52508e+07,0.730656,5984.49,1,41181,1.31496e+08,1,1,262.581,-1,33981,5.73124e+06,-0.718771,0.985761,0,0.0593952,0.985961,8.97408,1,105,457.636,4,-0.0897156,-1,1,0.122469,-0.179282,-0.839093,-1,1,0.281946,-1,0.320693,-1,1,0.0692098,0.282871,0.283806,0,0.383256,0.00913135,0.313027,-0.839093,-1,1,0.281946,-1,0.000809205,41550,0,0,0,0.000622445,9.07029e-05,0.00952381,3.93928e-06,0.000181406,4.35737,0,4.77815,1.82098,4.77815
miplib2010_drayage/instances/drayage-25-26.mps.gz,11090,11025,0,65,0,0,7710,7710,0,0,0,0,0.994139,1,1,1,1,0,1,1,0,-0,-0,0,-0,0,1,1,1,0,1,1.84715,1277.66,0,22618.8,1.96451e+06,1199.4,1285.19,0,22618.8,1.96641e+06,1199.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4630,4630,0,0,195,0,0,0,210,0,0,0,0,0,0,0,0,4225,0,605.425,0,40243,1.47533e+07,0.75044,5927.91,1,40243,1.28501e+08,1,1,255.621,-1,33043,5.43797e+06,-0.742076,0.985761,0,0.0593952,0.985961,8.97408,1,105,457.636,4,-0.0919017,-1,1,0.12289,-0.185519,-0.839093,-1,1,0.281946,-1,0.311949,-1,1,0.0703404,0.257924,0.281248,0,0.361271,0.00900121,0.304668,-0.839093,-1,1,0.281946,-1,0.000809205,41550,0,0,0,0.000622445,9.07029e-05,0.00952381,3.93928e-06,0.000181406,4.35738,0,4.77815,1.82098,4.77815
miplib2010_drayage/instances/drayage-25-1.mps.gz,11090,11025,0,65,0,0,7802,7802,0,0,0,0,0.994139,1,1,1,1,0,1,1,0,-0,-0,0,-0,0,1,1,1,0,1,1.85128,1354.45,0,22834.8,2.14384e+06,1199.4,1362.44,0,22834.8,2.1456e+06,1199.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4630,4630,0,0,195,0,0,0,210,0,0,0,0,0,0,0,0,4225,0,593.546,0,41490,1.43705e+07,0.742076,5820.59,1,41490,1.25649e+08,1,1,250.048,-1,34290,5.28535e+06,-0.736316,0.985761,0,0.0593952,0.985961,8.97408,1,105,457.636,4,-0.0906847,-1,1,0.122637,-0.184079,-0.839092,-1,1,0.281946,-1,0.316817,-1,1,0.0694172,0.263684,0.282594,0,0.378893,0.00904482,0.30945,-0.839092,-1,1,0.281946,-1,0.000809205,41550,0,0,0,0.000622445,9.07029e-05,0.00952381,3.93928e-06,0.000181406,4.35735,0,4.77815,1.82097,4.77815
miplib2010_drayage/instances/drayage-25-33.mps.gz,11090,11025,0,65,0,0,7735,7735,0,0,0,0,0.994139,1,1,1,1,0,1,1,0,-0,-0,0,-0,0,1,1,1,0,1,1.86157,1296.62,0,23382.3,1.91984e+06,1199.4,1304.27,0,23382.3,1.92118e+06,1199.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4630,4630,0,0,195,0,0,0,210,0,0,0,0,0,0,0,0,4225,0,618.057,0,41039,1.55812e+07,0.759066,6036.65,1,41039,1.35403e+08,1,1,261.874,-1,33839,5.79734e+06,-0.742076,0.985761,0,0.0593952,0.985961,8.97408,1,105,457.636,4,-0.0928996,-1,1,0.123035,-0.185519,-0.839093,-1,1,0.281946,-1,0.307957,-1,1,0.0700983,0.257924,0.279904,0,0.362192,0.0088531,0.30446,-0.839093,-1,1,0.281946,-1,0.000809205,41550,0,0,0,0.000622445,9.07029e-05,0.00952381,3.93928e-06,0.000181406,4.35738,0,4.77815,1.82098,4.77815
miplib2010_drayage/instances/drayage-50-17.mps.gz,11090,11025,0,65,0,0,7659,7659,0,0,0,0,0.994139,1,1,1,1,0,1,1,0,-0,-0,0,-0,0,1,1,1,0,1,1.9083,1282.02,0,26038.4,2.1271e+06,1199.4,1289.58,0,26038.4,2.12989e+06,1199.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4630,4630,0,0,195,0,0,0,210,0,0,0,0,0,0,0,0,4225,0,687.347,0,41052,1.84369e+07,0.737278,6590.39,1,41052,1.55852e+08,1,1,298.828,-1,33852,7.11582e+06,-0.713688,0.985761,0,0.0593952,0.985961,8.97408,1,105,457.636,4,-0.0885827,-1,1,0.122322,-0.177522,-0.839093,-1,1,0.281946,-1,0.325225,-1,1,0.0697569,0.289912,0.28543,0,0.384397,0.00934515,0.309619,-0.839093,-1,1,0.281946,-1,0.000809205,41550,0,0,0,0.000622445,9.07029e-05,0.00952381,3.93928e-06,0.000181406,4.35738,0,4.77815,1.82098,4.77815
miplib2010_drayage/instances/drayage-0-26.mps.gz,11090,11025,0,65,0,0,7710,7710,0,0,0,0,0.994139,1,1,1,1,0,1,1,0,-0,-0,0,-0,0,1,1,1,0,1,1.84715,1277.66,0,22618.8,1.96451e+06,1199.4,1285.19,0,22618.8,1.96641e+06,1199.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4630,4630,0,0,195,0,0,0,210,0,0,0,0,0,0,0,0,4225,0,603.728,0,40243,1.46805e+07,0.75044,5927.91,1,40243,1.28501e+08,1,1,253.9,-1,33043,5.36295e+06,-0.742076,0.985761,0,0.0593952,0.985961,8.97408,1,105,457.636,4,-0.0919017,-1,1,0.12289,-0.185519,-0.839093,-1,1,0.281946,-1,0.311949,-1,1,0.0703404,0.257924,0.281248,0,0.361271,0.00900121,0.304668,-0.839093,-1,1,0.281946,-1,0.000809205,41550,0,0,0,0.000622445,9.07029e-05,0.00952381,3.93928e-06,0.000181406,4.35738,0,4.77815,1.82098,4.77815
miplib2010_drayage/instances/drayage-25-31.mps.gz,11090,11025,0,65,0,0,7765,7765,0,0,0,0,0.994139,1,1,1,1,0,1,1,0,-0,-0,0,-0,0,1,1,1,0,1,1.84715,1301.06,0,22618.8,1.91318e+06,1199.4,1308.73,0,22618.8,1.91442e+06,1199.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4630,4630,0,0,195,0,0,0,210,0,0,0,0,0,0,0,0,4225,0,620.395,0,40651,1.54655e+07,0.759066,6058.12,1,40651,1.34194e+08,1,1,262.949,-1,33451,5.7393e+06,-0.749099,0.985761,0,0.0593952,0.985961,8.97408,1,105,457.636,4,-0.0932626,-1,1,0.123102,-0.185689,-0.839093,-1,1,0.281946,-1,0.306505,-1,1,0.0702455,0.257244,0.279475,0,0.361271,0.00882945,0.304507,-0.839093,-1,1,0.281946,-1,0.000809205,41550,0,0,0,0.000622445,9.07029e-05,0.00952381,3.93928e-06,0.000181406,4.35738,0,4.77815,1.82098,4.77815
miplib2010_drayage/instances/drayage-0-32.mps.gz,11090,11025,0,65,0,0,7882,7882,0,0,0,0,0.994139,1,1,1,1,0,1,1,0,-0,-0,0,-0,0,1,1,1,0,1,1.96599,1290.06,0,29737.5,1.93258e+06,1199.4,1297.67,0,29737.5,1.9341e+06,1199.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4630,4630,0,0,195,0,0,0,210,0,0,0,0,0,0,0,0,4225,0,608.864,0,41274,1.51182e+07,0.759066,5966.33,1,41274,1.32043e+08,1,1,256.791,-1,34074,5.57152e+06,-0.74681,0.985761,0,0.0593952,0.985961,8.97408,1,105,457.636,4,-0.0924514,-1,1,0.123033,-0.186703,-0.839093,-1,1,0.281946,-1,0.30975,-1,1,0.0712182,0.25319,0.280759,0,0.410175,0.00907848,0.30446,-0.839093,-1,1,0.281946,-1,0.000809205,41550,0,0,0,0.000622445,9.07029e-05,0.00952381,3.93928e-06,0.000181406,4.35737,0,4.77815,1.82098,4.77815
