,index,NAME,TIME W/ CUTS,TIME W/O CUTS,NODES W/ CUTS,NODES W/O CUTS,PLabel NN,PLabel ET,PLabel RF,Time Label,Minimum Time,Minimum Nodes,PTime RF,PTime NN,PTime ET,PNodes RF,PNodes NN,PNodes ET
29,29,neos-827175.mps.gz,13.4518752,13.5328512,1.0,1.0,1,1,1,1,13.4518752,1.0,13.4518752,13.4518752,13.4518752,1.0,1.0,1.0
30,30,n2seq36q.mps.gz,245.26977860000002,891.2210626,934.0,43811.0,1,1,1,1,245.26977860000002,934.0,245.26977860000002,245.26977860000002,245.26977860000002,934.0,934.0,934.0
31,31,graphdraw-gemcutter.mps.gz,128.3582388,379.7543654,175780.0,885799.0,1,1,1,1,128.3582388,175780.0,128.3582388,128.3582388,128.3582388,175780.0,175780.0,175780.0
32,32,neos-585467.mps.gz,17.8378458,5.6369552,124.0,122.0,0,0,0,0,5.6369552,122.0,5.6369552,5.6369552,5.6369552,122.0,122.0,122.0
33,33,danoint.mps.gz,7173.3016272,6035.9056709999995,1239048.0,1591551.0,0,0,0,0,6035.9056709999995,1239048.0,6035.9056709999995,6035.9056709999995,6035.9056709999995,1591551.0,1591551.0,1591551.0
34,34,neos-686190.mps.gz,154.11119300000001,146.8270588,4101.0,5778.0,0,0,0,0,146.8270588,4101.0,146.8270588,146.8270588,146.8270588,5778.0,5778.0,5778.0
35,35,neos-1396125.mps.gz,199.9933016,204.3225644,18493.0,31852.0,1,1,1,1,199.9933016,18493.0,199.9933016,199.9933016,199.9933016,18493.0,18493.0,18493.0
36,36,neos-957323.mps.gz,192.8143318,369.2746932,19.0,10.0,1,1,1,1,192.8143318,10.0,192.8143318,192.8143318,192.8143318,19.0,19.0,19.0
37,37,railway_8_1_0.mps.gz,180.85296,174.4606008,516.0,7467.0,0,0,0,0,174.4606008,516.0,174.4606008,174.4606008,174.4606008,7467.0,7467.0,7467.0
38,38,f2gap40400.mps.gz,0.10257019999999994,0.006091999999999979,1.0,1.0,0,0,0,0,0.006091999999999979,1.0,0.006091999999999979,0.006091999999999979,0.006091999999999979,1.0,1.0,1.0
39,39,gt2.mps.gz,0.08730959999999995,0.20749119999999993,5.0,325.0,1,1,1,1,0.08730959999999995,5.0,0.08730959999999995,0.08730959999999995,0.08730959999999995,5.0,5.0,5.0
40,40,rmatr100-p5.mps.gz,586.2969298,460.73493740000004,405.0,395.0,0,0,0,0,460.73493740000004,395.0,460.73493740000004,460.73493740000004,460.73493740000004,395.0,395.0,395.0
41,41,umts.mps.gz,1080.299948,13296.4973246,144227.0,3106370.0,1,1,1,1,1080.299948,144227.0,1080.299948,1080.299948,1080.299948,144227.0,144227.0,144227.0
42,42,neos-957143.mps.gz,826.3102822000001,977.9980911999999,48.0,70.0,1,1,1,1,826.3102822000001,48.0,826.3102822000001,826.3102822000001,826.3102822000001,48.0,48.0,48.0
43,43,gen-ip021.mps.gz,548.6698572,606.1530508,2101666.0,2341056.0,1,1,1,1,548.6698572,2101666.0,548.6698572,548.6698572,548.6698572,2101666.0,2101666.0,2101666.0
44,44,tanglegram6.mps.gz,22.3447486,12.204276,7.0,7.0,0,0,0,0,12.204276,7.0,12.204276,12.204276,12.204276,7.0,7.0,7.0
45,45,fjspeasy01i.mps.gz,344.7880472,313.28504680000003,31.0,47.0,0,0,0,0,313.28504680000003,31.0,313.28504680000003,313.28504680000003,313.28504680000003,47.0,47.0,47.0
46,46,neos-4966258-blicks.mps.gz,10656.3571876,3122.1495418,2560.0,2888.0,0,0,0,0,3122.1495418,2560.0,3122.1495418,3122.1495418,3122.1495418,2888.0,2888.0,2888.0
47,47,neos-3148108-pahi.mps.gz,4.2968142,4.2202649999999995,1.0,1.0,0,0,0,0,4.2202649999999995,1.0,4.2202649999999995,4.2202649999999995,4.2202649999999995,1.0,1.0,1.0
48,48,neos-555001.mps.gz,1.8132373999999998,1979.3779719999998,1.0,693016.0,1,1,1,1,1.8132373999999998,1.0,1.8132373999999998,1.8132373999999998,1.8132373999999998,1.0,1.0,1.0
49,49,neos5.mps.gz,1619.2415747999999,504.17881120000004,4441157.0,1533055.0,0,0,0,0,504.17881120000004,1533055.0,504.17881120000004,504.17881120000004,504.17881120000004,1533055.0,1533055.0,1533055.0
50,50,gasprod1-3.mps.gz,60.0891022,390.4766652,378.0,28980.0,1,1,1,1,60.0891022,378.0,60.0891022,60.0891022,60.0891022,378.0,378.0,378.0
51,51,neos-5083528-gimone.mps.gz,53.35146160000001,48.623292,4.0,21.0,0,0,0,0,48.623292,4.0,48.623292,48.623292,48.623292,21.0,21.0,21.0
52,52,neos-3226448-wkra.mps.gz,18000.0048946,5482.3046038,181.0,44.0,0,0,0,0,5482.3046038,44.0,5482.3046038,5482.3046038,5482.3046038,44.0,44.0,44.0
53,53,sp98ar.mps.gz,15783.325640799998,18000.003667200002,192153.0,565985.8,1,1,1,1,15783.325640799998,192153.0,15783.325640799998,15783.325640799998,15783.325640799998,192153.0,192153.0,192153.0
54,54,n7-3.mps.gz,51.6508964,1560.8263456,437.0,132731.0,1,1,1,1,51.6508964,437.0,51.6508964,51.6508964,51.6508964,437.0,437.0,437.0
55,55,neos-3636886-kereu.mps.gz,683.9649008,18000.274432,14209.0,539635.0,1,1,1,1,683.9649008,14209.0,683.9649008,683.9649008,683.9649008,14209.0,14209.0,14209.0
56,56,decomp2.mps.gz,106.71131599999998,11.0155532,6.0,336.0,0,0,0,0,11.0155532,6.0,11.0155532,11.0155532,11.0155532,336.0,336.0,336.0
57,57,ns4-pr6.mps.gz,1.926288,50.7539358,62.0,12362.0,1,1,1,1,1.926288,62.0,1.926288,1.926288,1.926288,62.0,62.0,62.0
58,58,neos-1516309.mps.gz,1.010624,0.6485917999999999,1.0,5.0,0,0,0,0,0.6485917999999999,1.0,0.6485917999999999,0.6485917999999999,0.6485917999999999,5.0,5.0,5.0
59,59,mik-250-20-75-4.mps.gz,41.1882344,374.0346148,7906.0,1372077.0,1,1,1,1,41.1882344,7906.0,41.1882344,41.1882344,41.1882344,7906.0,7906.0,7906.0
60,60,glass-sc.mps.gz,4522.0139848,4047.8254046,262210.0,256139.0,0,0,0,0,4047.8254046,256139.0,4047.8254046,4047.8254046,4047.8254046,256139.0,256139.0,256139.0
61,61,uct-subprob.mps.gz,3255.584086,18000.0079116,75300.0,2047898.0,1,1,1,1,3255.584086,75300.0,3255.584086,3255.584086,3255.584086,75300.0,75300.0,75300.0
62,62,neos-3611689-kaihu.mps.gz,3.2487312000000004,32.496555,21.0,29199.0,1,1,1,1,3.2487312000000004,21.0,3.2487312000000004,3.2487312000000004,3.2487312000000004,21.0,21.0,21.0
63,63,sp98ir.mps.gz,72.28588740000001,78.63371520000001,2280.0,2444.0,1,1,1,1,72.28588740000001,2280.0,72.28588740000001,72.28588740000001,72.28588740000001,2280.0,2280.0,2280.0
64,64,aflow40b.mps.gz,960.8512724,14051.103786000001,34552.0,5221215.0,1,1,1,1,960.8512724,34552.0,960.8512724,960.8512724,960.8512724,34552.0,34552.0,34552.0
65,65,mkc1.mps.gz,3635.7543562,18000.011319,701606.0,6588731.8,1,1,1,1,3635.7543562,701606.0,3635.7543562,3635.7543562,3635.7543562,701606.0,701606.0,701606.0
66,66,neos-1445738.mps.gz,50.0537714,45.9685926,349.0,583.0,0,0,0,0,45.9685926,349.0,45.9685926,45.9685926,45.9685926,583.0,583.0,583.0
67,67,neos-4260495-otere.mps.gz,1266.5597656,143.0816918,155.0,86.0,0,0,0,0,143.0816918,86.0,143.0816918,143.0816918,143.0816918,86.0,86.0,86.0
68,68,bc.mps.gz,590.3336384,17834.8096048,2375.0,523141.4,0,1,1,1,590.3336384,2375.0,590.3336384,17834.8096048,590.3336384,2375.0,523141.4,2375.0
69,69,iis-hc-cov.mps.gz,2756.8226012,2293.1457024,69969.0,76535.0,0,0,0,0,2293.1457024,69969.0,2293.1457024,2293.1457024,2293.1457024,76535.0,76535.0,76535.0
70,70,neos-525149.mps.gz,6.505825199999999,5.5212008,1.0,1.0,0,0,0,0,5.5212008,1.0,5.5212008,5.5212008,5.5212008,1.0,1.0,1.0
71,71,gr4x6.mps.gz,0.016581199999999942,0.0366988,1.0,24.0,1,1,1,1,0.016581199999999942,1.0,0.016581199999999942,0.016581199999999942,0.016581199999999942,1.0,1.0,1.0
72,72,neos-3402294-bobin.mps.gz,289.6103916,18000.009719600002,621.0,1569830.6,1,1,1,1,289.6103916,621.0,289.6103916,289.6103916,289.6103916,621.0,621.0,621.0
73,73,qnet1.mps.gz,2.5307009999999996,2.1102596,3.0,102.0,0,0,0,0,2.1102596,3.0,2.1102596,2.1102596,2.1102596,102.0,102.0,102.0
74,74,nursesched-sprint-late03.mps.gz,238.990231,18000.001011,423.0,77575.2,1,1,1,1,238.990231,423.0,238.990231,238.990231,238.990231,423.0,423.0,423.0
75,75,istanbul-no-cutoff.mps.gz,150.2962278,250.2129676,301.0,1207.0,1,1,1,1,150.2962278,301.0,150.2962278,150.2962278,150.2962278,301.0,301.0,301.0
76,76,piperout-d27.mps.gz,77.11861880000001,42.8155132,902.0,152.0,0,0,0,0,42.8155132,152.0,42.8155132,42.8155132,42.8155132,152.0,152.0,152.0
77,77,lectsched-1.mps.gz,867.9176519999999,270.824009,5518.0,1410.0,0,0,0,0,270.824009,1410.0,270.824009,270.824009,270.824009,1410.0,1410.0,1410.0
78,78,transportmoment.mps.gz,2924.7427318,1352.0756842,10643.0,75129.0,0,0,0,0,1352.0756842,10643.0,1352.0756842,1352.0756842,1352.0756842,75129.0,75129.0,75129.0
79,79,icir97_tension.mps.gz,4717.400735,15612.755144400002,1112767.0,12716437.0,1,1,1,1,4717.400735,1112767.0,4717.400735,4717.400735,4717.400735,1112767.0,1112767.0,1112767.0
80,80,neos-480878.mps.gz,38.4754612,22.6590806,1347.0,4246.0,0,0,0,0,22.6590806,1347.0,22.6590806,22.6590806,22.6590806,4246.0,4246.0,4246.0
81,81,mcsched.mps.gz,252.7370788,225.6027048,4272.0,20843.0,0,0,0,0,225.6027048,4272.0,225.6027048,225.6027048,225.6027048,20843.0,20843.0,20843.0
82,82,neos-933966.mps.gz,6024.285113,1282.0325188,734.0,87.0,0,0,0,0,1282.0325188,87.0,1282.0325188,1282.0325188,1282.0325188,87.0,87.0,87.0
83,83,map06.mps.gz,1056.284181,946.5112546,738.0,756.0,1,0,0,0,946.5112546,738.0,946.5112546,1056.284181,946.5112546,756.0,738.0,756.0
84,84,neos-3592146-hawea.mps.gz,18000.0198984,4194.126438,802754.0,378205.0,0,0,0,0,4194.126438,378205.0,4194.126438,4194.126438,4194.126438,378205.0,378205.0,378205.0
85,85,npmv07.mps.gz,238.2280322,182.9267656,3.0,16.0,0,0,0,0,182.9267656,3.0,182.9267656,182.9267656,182.9267656,16.0,16.0,16.0
86,86,ns2034125.mps.gz,14247.738842800001,17556.4621672,12420.0,174532.0,1,1,1,1,14247.738842800001,12420.0,14247.738842800001,14247.738842800001,14247.738842800001,12420.0,12420.0,12420.0
87,87,markshare_4_0.mps.gz,206.5255008,165.9325336,2188801.0,2130216.0,0,0,0,0,165.9325336,2130216.0,165.9325336,165.9325336,165.9325336,2130216.0,2130216.0,2130216.0
88,88,beavma.mps.gz,1.5795578,8.8292096,1.0,5697.0,1,1,1,1,1.5795578,1.0,1.5795578,1.5795578,1.5795578,1.0,1.0,1.0
89,89,supportcase37.mps.gz,119.99913280000001,160.3930914,23.0,1140.0,1,1,1,1,119.99913280000001,23.0,119.99913280000001,119.99913280000001,119.99913280000001,23.0,23.0,23.0
90,90,neos-1171448.mps.gz,7.233580999999999,33.463528600000004,1.0,8.0,1,1,1,1,7.233580999999999,1.0,7.233580999999999,7.233580999999999,7.233580999999999,1.0,1.0,1.0
91,91,biella1.mps.gz,1142.0292748,2187.3946914,199.0,10432.0,1,1,1,1,1142.0292748,199.0,1142.0292748,1142.0292748,1142.0292748,199.0,199.0,199.0
92,92,neos-5192052-neckar.mps.gz,0.0443422,0.04097539999999998,1.0,1.0,0,0,0,0,0.04097539999999998,1.0,0.04097539999999998,0.04097539999999998,0.04097539999999998,1.0,1.0,1.0
93,93,gen-ip036.mps.gz,734.7128842,660.4020376000001,2144143.0,2023646.0,0,0,0,0,660.4020376000001,2023646.0,660.4020376000001,660.4020376000001,660.4020376000001,2023646.0,2023646.0,2023646.0
94,94,fastxgemm-n2r7s4t1.mps.gz,1527.5183824,14064.376225599999,187498.0,1794161.0,1,1,1,1,1527.5183824,187498.0,1527.5183824,1527.5183824,1527.5183824,187498.0,187498.0,187498.0
95,95,dano3_3.mps.gz,135.0684252,143.6561122,16.0,20.0,1,1,1,1,135.0684252,16.0,135.0684252,135.0684252,135.0684252,16.0,16.0,16.0
96,96,neos-1367061.mps.gz,109.14186839999999,134.161374,1.0,1.0,1,1,1,1,109.14186839999999,1.0,109.14186839999999,109.14186839999999,109.14186839999999,1.0,1.0,1.0
97,97,neos-1445765.mps.gz,59.223764200000005,46.0875268,263.0,612.0,0,0,0,0,46.0875268,263.0,46.0875268,46.0875268,46.0875268,612.0,612.0,612.0
98,98,neos-4338804-snowy.mps.gz,8287.774171000001,18000.0078856,4344551.0,21969663.6,1,1,1,1,8287.774171000001,4344551.0,8287.774171000001,8287.774171000001,8287.774171000001,4344551.0,4344551.0,4344551.0
99,99,timtab1.mps.gz,70.7734738,10516.396869,32472.0,17501066.0,0,1,1,1,70.7734738,32472.0,70.7734738,10516.396869,70.7734738,32472.0,17501066.0,32472.0
100,100,timtab1CUTS.mps.gz,151.2333056,111.6444342,45864.0,147008.0,0,0,0,0,111.6444342,45864.0,111.6444342,111.6444342,111.6444342,147008.0,147008.0,147008.0
101,101,neos-5140963-mincio.mps.gz,16224.7060062,18000.0053412,5624805.0,5551626.6,0,1,1,1,16224.7060062,5551626.6,16224.7060062,18000.0053412,16224.7060062,5624805.0,5551626.6,5624805.0
102,102,neos9.mps.gz,2487.5486386000002,18000.197852999998,1296.0,42940.0,1,1,1,1,2487.5486386000002,1296.0,2487.5486386000002,2487.5486386000002,2487.5486386000002,1296.0,1296.0,1296.0
103,103,gus-sch.mps.gz,6.703771000000001,12.6178948,136.0,2150.0,1,1,1,1,6.703771000000001,136.0,6.703771000000001,6.703771000000001,6.703771000000001,136.0,136.0,136.0
104,104,ns2071214.mps.gz,3678.6600276,1785.2883610000001,209906.0,171030.0,0,0,0,0,1785.2883610000001,171030.0,1785.2883610000001,1785.2883610000001,1785.2883610000001,171030.0,171030.0,171030.0
105,105,cap6000.mps.gz,5.206707400000001,2.1160305999999998,2009.0,1906.0,0,0,0,0,2.1160305999999998,1906.0,2.1160305999999998,2.1160305999999998,2.1160305999999998,1906.0,1906.0,1906.0
106,106,p500x2988d.mps.gz,2.5675902,206.57957919999998,1.0,17714.0,1,1,1,1,2.5675902,1.0,2.5675902,2.5675902,2.5675902,1.0,1.0,1.0
107,107,supportcase34.mps.gz,1295.9650344,17131.801086800002,5869.0,95297.8,1,1,1,1,1295.9650344,5869.0,1295.9650344,1295.9650344,1295.9650344,5869.0,5869.0,5869.0
108,108,neos-5093327-huahum.mps.gz,8115.829919600001,17774.480373000002,33313.0,512358.8,0,1,1,1,8115.829919600001,33313.0,8115.829919600001,17774.480373000002,8115.829919600001,33313.0,512358.8,33313.0
109,109,dsbmip.mps.gz,1.8040791999999999,0.8941265999999999,12.0,10.0,0,0,0,0,0.8941265999999999,10.0,0.8941265999999999,0.8941265999999999,0.8941265999999999,10.0,10.0,10.0
110,110,mik-250-20-75-1.mps.gz,13.430595199999999,28.8388354,993.0,94342.0,1,1,1,1,13.430595199999999,993.0,13.430595199999999,13.430595199999999,13.430595199999999,993.0,993.0,993.0
111,111,supportcase43.mps.gz,21.9629302,20.4331174,1.0,1.0,0,0,0,0,20.4331174,1.0,20.4331174,20.4331174,20.4331174,1.0,1.0,1.0
112,112,neos-4333596-skien.mps.gz,150.09892299999998,622.8641778,91755.0,472118.0,1,1,1,1,150.09892299999998,91755.0,150.09892299999998,150.09892299999998,150.09892299999998,91755.0,91755.0,91755.0
113,113,neos-4413714-turia.mps.gz,379.8644968,470.595263,63.0,890.0,1,1,1,1,379.8644968,63.0,379.8644968,379.8644968,379.8644968,63.0,63.0,63.0
114,114,bab5.mps.gz,17866.586073399998,18000.0037836,204062.2,298315.4,1,1,1,1,17866.586073399998,204062.2,17866.586073399998,17866.586073399998,17866.586073399998,204062.2,204062.2,204062.2
115,115,neos-2987310-joes.mps.gz,22.828121,29.047007,1.0,1.0,1,1,1,1,22.828121,1.0,22.828121,22.828121,22.828121,1.0,1.0,1.0
116,116,neos4.mps.gz,1.01733,0.9805075999999999,1.0,1.0,1,0,0,0,0.9805075999999999,1.0,0.9805075999999999,1.01733,0.9805075999999999,1.0,1.0,1.0
117,117,neos-885524.mps.gz,668.3628896,18000.0098674,176.0,286520.2,1,1,1,1,668.3628896,176.0,668.3628896,668.3628896,668.3628896,176.0,176.0,176.0
118,118,chromaticindex512-7.mps.gz,6847.2236672,1057.4344788,36950.0,375.0,0,0,0,0,1057.4344788,375.0,1057.4344788,1057.4344788,1057.4344788,375.0,375.0,375.0
119,119,piperout-27.mps.gz,29.7227794,36.8412316,102.0,758.0,1,1,1,1,29.7227794,102.0,29.7227794,29.7227794,29.7227794,102.0,102.0,102.0
120,120,rocII-5-11.mps.gz,17982.472482,18000.0064738,1116519.0,1273813.8,1,1,1,1,17982.472482,1116519.0,17982.472482,17982.472482,17982.472482,1116519.0,1116519.0,1116519.0
121,121,arki001.mps.gz,18000.7384716,3370.0000756,2267074.2,1761208.0,0,0,0,0,3370.0000756,1761208.0,3370.0000756,3370.0000756,3370.0000756,1761208.0,1761208.0,1761208.0
122,122,23588.mps.gz,5.0133938,2.2132242,576.0,981.0,0,0,0,0,2.2132242,576.0,2.2132242,2.2132242,2.2132242,981.0,981.0,981.0
123,123,neos-4971100-bodrog.mps.gz,3.8867165999999997,3.8209796,1.0,1.0,1,0,0,0,3.8209796,1.0,3.8209796,3.8867165999999997,3.8209796,1.0,1.0,1.0
124,124,n2seq36f.mps.gz,19.359966800000002,14.5002834,1580.0,3982.0,0,0,0,0,14.5002834,1580.0,14.5002834,14.5002834,14.5002834,3982.0,3982.0,3982.0
125,125,ran13x13.mps.gz,44.481121,146.8040604,2468.0,250267.0,1,1,1,1,44.481121,2468.0,44.481121,44.481121,44.481121,2468.0,2468.0,2468.0
126,126,supportcase33.mps.gz,705.3632031999999,644.866712,4878.0,17526.0,0,0,0,0,644.866712,4878.0,644.866712,644.866712,644.866712,17526.0,17526.0,17526.0
127,127,pw-myciel4.mps.gz,524.4857786,1016.6104611999999,46551.0,128785.0,1,1,1,1,524.4857786,46551.0,524.4857786,524.4857786,524.4857786,46551.0,46551.0,46551.0
128,128,mik-250-20-75-2.mps.gz,15.7628142,29.1021998,427.0,90650.0,1,1,1,1,15.7628142,427.0,15.7628142,15.7628142,15.7628142,427.0,427.0,427.0
129,129,neos-5195221-niemur.mps.gz,2236.5565446,2991.5605466,44657.0,117919.0,1,1,1,1,2236.5565446,44657.0,2236.5565446,2236.5565446,2236.5565446,44657.0,44657.0,44657.0
130,130,neos-5013590-toitoi.mps.gz,18000.013552800003,12771.741753999999,1.0,31417.0,1,0,0,0,12771.741753999999,1.0,12771.741753999999,18000.013552800003,12771.741753999999,31417.0,1.0,31417.0
131,131,shipschedule8shipsmixuci.mps.gz,118.40626320000001,85.42111,1822.0,1222.0,0,0,0,0,85.42111,1222.0,85.42111,85.42111,85.42111,1222.0,1222.0,1222.0
132,132,neos-950242.mps.gz,236.167979,38.2227768,100.0,46.0,0,0,0,0,38.2227768,46.0,38.2227768,38.2227768,38.2227768,46.0,46.0,46.0
133,133,neos-3759587-noosa.mps.gz,15.419613600000002,16.5899908,1.0,1.0,1,1,1,1,15.419613600000002,1.0,15.419613600000002,15.419613600000002,15.419613600000002,1.0,1.0,1.0
134,134,nu120-pr12.mps.gz,4.5727108,11.6490528,49.0,1073.0,1,1,1,1,4.5727108,49.0,4.5727108,4.5727108,4.5727108,49.0,49.0,49.0
135,135,neos-555343.mps.gz,18000.0134128,7492.2226314,572326.6,1209040.0,0,0,0,0,7492.2226314,572326.6,7492.2226314,7492.2226314,7492.2226314,1209040.0,1209040.0,1209040.0
136,136,neos-3755335-nizao.mps.gz,16.0719456,16.4432422,1.0,1.0,1,1,1,1,16.0719456,1.0,16.0719456,16.0719456,16.0719456,1.0,1.0,1.0
137,137,bienst1.mps.gz,211.2598324,68.5297984,17052.0,11113.0,0,0,0,0,68.5297984,11113.0,68.5297984,68.5297984,68.5297984,11113.0,11113.0,11113.0
138,138,neos-3611447-jijia.mps.gz,2.0169395999999997,13.098042000000001,143.0,9767.0,1,1,1,1,2.0169395999999997,143.0,2.0169395999999997,2.0169395999999997,2.0169395999999997,143.0,143.0,143.0
139,139,neos-913984.mps.gz,182.8153186,2290.2238602,23.0,12540.0,1,1,1,1,182.8153186,23.0,182.8153186,182.8153186,182.8153186,23.0,23.0,23.0
140,140,neos-3696678-lyvia.mps.gz,0.19544779999999998,0.19456659999999998,1.0,1.0,0,0,0,0,0.19456659999999998,1.0,0.19456659999999998,0.19456659999999998,0.19456659999999998,1.0,1.0,1.0
141,141,disctom.mps.gz,8.990438000000001,8.4325328,1.0,1.0,0,0,0,0,8.4325328,1.0,8.4325328,8.4325328,8.4325328,1.0,1.0,1.0
142,142,app2-1.mps.gz,0.43652099999999994,0.4460588,1.0,1.0,1,1,1,1,0.43652099999999994,1.0,0.43652099999999994,0.43652099999999994,0.43652099999999994,1.0,1.0,1.0
143,143,tbfp-network.mps.gz,1033.9815594,1753.9927812,34.0,419.0,1,1,1,1,1033.9815594,34.0,1033.9815594,1033.9815594,1033.9815594,34.0,34.0,34.0
144,144,neos-3761878-oglio.mps.gz,99.60095779999999,61.0535052,1210.0,1475.0,1,0,0,0,61.0535052,1210.0,61.0535052,99.60095779999999,61.0535052,1475.0,1210.0,1475.0
145,145,bppc8-02.mps.gz,0.862453,0.15635519999999997,125.0,177.0,0,0,0,0,0.15635519999999997,125.0,0.15635519999999997,0.15635519999999997,0.15635519999999997,177.0,177.0,177.0
