,NAME,TIME W/ CUTS,TIME W/O CUTS,NODES W/ CUTS,NODES W/O CUTS,PLabel NN,PLabel ET,PLabel RF,Time Label,Minimum Time,Minimum Nodes,PTime RF,PTime NN,PTime ET,PNodes RF,PNodes NN,PNodes ET
26,n13-3.mps.gz,7.4866756,107.29699240000001,185.0,24332.0,1,1,1,1,7.4866756,185.0,7.4866756,7.4866756,7.4866756,185.0,185.0,185.0
27,n3div36.mps.gz,12237.138276000001,18020.327038200005,306128.0,132226.0,1,1,1,1,12237.138276000001,132226.0,12237.138276000001,12237.138276000001,12237.138276000001,306128.0,306128.0,306128.0
28,neos-4722843-widden.mps.gz,1514.4394574,2720.5965506,1048.0,18827.0,1,1,1,1,1514.4394574,1048.0,1514.4394574,1514.4394574,1514.4394574,1048.0,1048.0,1048.0
29,neos-827175.mps.gz,13.4518752,13.5328512,1.0,1.0,1,1,1,1,13.4518752,1.0,13.4518752,13.4518752,13.4518752,1.0,1.0,1.0
30,n2seq36q.mps.gz,245.26977860000002,895.5639138000003,934.0,43811.0,1,1,1,1,245.26977860000002,934.0,245.26977860000002,245.26977860000002,245.26977860000002,934.0,934.0,934.0
31,graphdraw-gemcutter.mps.gz,128.35823879999998,379.7973546,175780.0,885799.0,1,1,1,1,128.35823879999998,175780.0,128.35823879999998,128.35823879999998,128.35823879999998,175780.0,175780.0,175780.0
32,neos-585467.mps.gz,17.837845800000004,7.491921,124.0,122.0,0,1,0,0,7.491921,122.0,7.491921,7.491921,17.837845800000004,122.0,122.0,124.0
33,danoint.mps.gz,7173.3016272,6036.424288800001,1239048.0,1591551.0,0,1,0,0,6036.424288800001,1239048.0,6036.424288800001,6036.424288800001,7173.3016272,1591551.0,1591551.0,1239048.0
34,neos-686190.mps.gz,154.11119300000001,148.207562,4101.0,5778.0,0,1,0,0,148.207562,4101.0,148.207562,148.207562,154.11119300000001,5778.0,5778.0,4101.0
35,neos-1396125.mps.gz,199.9933016,206.1404304,18493.0,31852.0,1,1,1,1,199.9933016,18493.0,199.9933016,199.9933016,199.9933016,18493.0,18493.0,18493.0
36,neos-957323.mps.gz,192.8143318,404.1574852,19.0,10.0,1,1,1,1,192.8143318,10.0,192.8143318,192.8143318,192.8143318,19.0,19.0,19.0
37,railway_8_1_0.mps.gz,180.85296,174.75835840000002,516.0,7467.0,0,1,0,0,174.75835840000002,516.0,174.75835840000002,174.75835840000002,180.85296,7467.0,7467.0,516.0
38,f2gap40400.mps.gz,0.10257019999999994,0.035701399999999925,1.0,1.0,0,1,0,0,0.035701399999999925,1.0,0.035701399999999925,0.035701399999999925,0.10257019999999994,1.0,1.0,1.0
39,gt2.mps.gz,0.08730959999999995,0.2354639999999999,5.0,325.0,1,1,1,1,0.08730959999999995,5.0,0.08730959999999995,0.08730959999999995,0.08730959999999995,5.0,5.0,5.0
40,rmatr100-p5.mps.gz,586.2969298,466.3957174,405.0,395.0,0,1,0,0,466.3957174,395.0,466.3957174,466.3957174,586.2969298,395.0,395.0,405.0
41,umts.mps.gz,1080.299948,13297.5456818,144227.0,3106370.0,1,1,1,1,1080.299948,144227.0,1080.299948,1080.299948,1080.299948,144227.0,144227.0,144227.0
42,neos-957143.mps.gz,826.3102822000001,1036.4181986,48.0,70.0,1,1,1,1,826.3102822000001,48.0,826.3102822000001,826.3102822000001,826.3102822000001,48.0,48.0,48.0
43,gen-ip021.mps.gz,548.6698571999999,606.1714221999999,2101666.0,2341056.0,1,1,1,1,548.6698571999999,2101666.0,548.6698571999999,548.6698571999999,548.6698571999999,2101666.0,2101666.0,2101666.0
44,tanglegram6.mps.gz,22.344748600000003,14.426797999999998,7.0,7.0,0,1,0,0,14.426797999999998,7.0,14.426797999999998,14.426797999999998,22.344748600000003,7.0,7.0,7.0
45,fjspeasy01i.mps.gz,344.7880472,615.3653138,31.0,47.0,1,1,1,1,344.7880472,31.0,344.7880472,344.7880472,344.7880472,31.0,31.0,31.0
46,neos-4966258-blicks.mps.gz,10656.3571876,3309.7011033999997,2560.0,2888.0,0,1,0,0,3309.7011033999997,2560.0,3309.7011033999997,3309.7011033999997,10656.3571876,2888.0,2888.0,2560.0
47,neos-3148108-pahi.mps.gz,4.2968142,4.220265,1.0,1.0,0,1,0,0,4.220265,1.0,4.220265,4.220265,4.2968142,1.0,1.0,1.0
48,neos-555001.mps.gz,1.8132373999999998,1980.3626369999997,1.0,693016.0,1,1,1,1,1.8132373999999998,1.0,1.8132373999999998,1.8132373999999998,1.8132373999999998,1.0,1.0,1.0
49,neos5.mps.gz,1619.2415747999999,504.20560200000006,4441157.0,1533055.0,0,0,0,0,504.20560200000006,1533055.0,504.20560200000006,504.20560200000006,504.20560200000006,1533055.0,1533055.0,1533055.0
50,gasprod1-3.mps.gz,60.0891022,396.9556174,378.0,28980.0,1,1,1,1,60.0891022,378.0,60.0891022,60.0891022,60.0891022,378.0,378.0,378.0
51,neos-5083528-gimone.mps.gz,53.35146160000001,75.2691192,4.0,21.0,1,1,1,1,53.35146160000001,4.0,53.35146160000001,53.35146160000001,53.35146160000001,4.0,4.0,4.0
52,neos-3226448-wkra.mps.gz,18000.0048946,6773.660815,181.0,44.0,0,0,0,0,6773.660815,44.0,6773.660815,6773.660815,6773.660815,44.0,44.0,44.0
53,sp98ar.mps.gz,15783.325640800002,18011.816967000002,192153.0,565985.8,1,1,1,1,15783.325640800002,192153.0,15783.325640800002,15783.325640800002,15783.325640800002,192153.0,192153.0,192153.0
54,n7-3.mps.gz,51.6508964,1561.2198922,437.0,132731.0,1,1,1,1,51.6508964,437.0,51.6508964,51.6508964,51.6508964,437.0,437.0,437.0
55,neos-3636886-kereu.mps.gz,683.9649008,18015.831961,14209.0,539635.0,1,1,1,1,683.9649008,14209.0,683.9649008,683.9649008,683.9649008,14209.0,14209.0,14209.0
56,decomp2.mps.gz,106.71131599999998,14.483304400000002,6.0,336.0,0,1,0,0,14.483304400000002,6.0,14.483304400000002,14.483304400000002,106.71131599999998,336.0,336.0,6.0
57,ns4-pr6.mps.gz,1.926288,51.010415800000004,62.0,12362.0,1,1,1,1,1.926288,62.0,1.926288,1.926288,1.926288,62.0,62.0,62.0
58,neos-1516309.mps.gz,1.010624,1.2745506,1.0,5.0,1,1,1,1,1.010624,1.0,1.010624,1.010624,1.010624,1.0,1.0,1.0
59,mik-250-20-75-4.mps.gz,41.1882344,374.0965086,7906.0,1372077.0,1,1,1,1,41.1882344,7906.0,41.1882344,41.1882344,41.1882344,7906.0,7906.0,7906.0
60,glass-sc.mps.gz,4522.013984800001,4048.4098664000003,262210.0,256139.0,0,0,0,0,4048.4098664000003,256139.0,4048.4098664000003,4048.4098664000003,4048.4098664000003,256139.0,256139.0,256139.0
61,uct-subprob.mps.gz,3255.584086,18000.4235938,75300.0,2047898.0,1,1,1,1,3255.584086,75300.0,3255.584086,3255.584086,3255.584086,75300.0,75300.0,75300.0
62,neos-3611689-kaihu.mps.gz,3.2487312000000004,32.5286672,21.0,29199.0,1,1,1,1,3.2487312000000004,21.0,3.2487312000000004,3.2487312000000004,3.2487312000000004,21.0,21.0,21.0
63,sp98ir.mps.gz,72.28588740000001,79.88242040000002,2280.0,2444.0,1,1,1,1,72.28588740000001,2280.0,72.28588740000001,72.28588740000001,72.28588740000001,2280.0,2280.0,2280.0
64,aflow40b.mps.gz,960.8512724,14051.572811599997,34552.0,5221215.0,1,1,1,1,960.8512724,34552.0,960.8512724,960.8512724,960.8512724,34552.0,34552.0,34552.0
65,mkc1.mps.gz,3635.7543562,18000.3794642,701606.0,6588731.8,1,1,1,1,3635.7543562,701606.0,3635.7543562,3635.7543562,3635.7543562,701606.0,701606.0,701606.0
66,neos-1445738.mps.gz,50.0537714,54.6990568,349.0,583.0,1,1,1,1,50.0537714,349.0,50.0537714,50.0537714,50.0537714,349.0,349.0,349.0
67,neos-4260495-otere.mps.gz,1266.5597655999998,257.9434702,155.0,86.0,0,1,0,0,257.9434702,86.0,257.9434702,257.9434702,1266.5597655999998,86.0,86.0,155.0
68,bc.mps.gz,590.3336384,17843.102409600004,2375.0,523141.4,1,1,1,1,590.3336384,2375.0,590.3336384,590.3336384,590.3336384,2375.0,2375.0,2375.0
69,iis-hc-cov.mps.gz,2756.8226012,2294.2317066,69969.0,76535.0,0,0,0,0,2294.2317066,69969.0,2294.2317066,2294.2317066,2294.2317066,76535.0,76535.0,76535.0
70,neos-525149.mps.gz,6.505825199999999,8.8907394,1.0,1.0,1,1,1,1,6.505825199999999,1.0,6.505825199999999,6.505825199999999,6.505825199999999,1.0,1.0,1.0
71,gr4x6.mps.gz,0.016581199999999942,0.048452599999999964,1.0,24.0,1,1,1,1,0.016581199999999942,1.0,0.016581199999999942,0.016581199999999942,0.016581199999999942,1.0,1.0,1.0
72,neos-3402294-bobin.mps.gz,289.6103916,18011.798913600003,621.0,1569830.6,1,1,1,1,289.6103916,621.0,289.6103916,289.6103916,289.6103916,621.0,621.0,621.0
73,qnet1.mps.gz,2.5307009999999996,2.3273262,3.0,102.0,0,1,0,0,2.3273262,3.0,2.3273262,2.3273262,2.5307009999999996,102.0,102.0,3.0
74,nursesched-sprint-late03.mps.gz,238.99023100000005,18004.553644999996,423.0,77575.2,1,1,1,1,238.99023100000005,423.0,238.99023100000005,238.99023100000005,238.99023100000005,423.0,423.0,423.0
75,istanbul-no-cutoff.mps.gz,150.2962278,255.66310700000002,301.0,1207.0,1,1,1,1,150.2962278,301.0,150.2962278,150.2962278,150.2962278,301.0,301.0,301.0
76,piperout-d27.mps.gz,77.11861880000001,64.839539,902.0,152.0,0,1,0,0,64.839539,152.0,64.839539,64.839539,77.11861880000001,152.0,152.0,902.0
77,lectsched-1.mps.gz,867.9176520000001,281.53623080000006,5518.0,1410.0,0,1,0,0,281.53623080000006,1410.0,281.53623080000006,281.53623080000006,867.9176520000001,1410.0,1410.0,5518.0
78,transportmoment.mps.gz,2924.7427318,1353.6133441999998,10643.0,75129.0,0,1,0,0,1353.6133441999998,10643.0,1353.6133441999998,1353.6133441999998,2924.7427318,75129.0,75129.0,10643.0
79,icir97_tension.mps.gz,4717.400735,15613.295587600001,1112767.0,12716437.0,1,1,1,1,4717.400735,1112767.0,4717.400735,4717.400735,4717.400735,1112767.0,1112767.0,1112767.0
80,neos-480878.mps.gz,38.4754612,23.104821400000002,1347.0,4246.0,0,1,0,0,23.104821400000002,1347.0,23.104821400000002,23.104821400000002,38.4754612,4246.0,4246.0,1347.0
81,mcsched.mps.gz,252.7370788,226.36488140000003,4272.0,20843.0,0,1,0,0,226.36488140000003,4272.0,226.36488140000003,226.36488140000003,252.7370788,20843.0,20843.0,4272.0
82,neos-933966.mps.gz,6024.285113,1304.2416440000002,734.0,87.0,0,1,0,0,1304.2416440000002,87.0,1304.2416440000002,1304.2416440000002,6024.285113,87.0,87.0,734.0
83,map06.mps.gz,1056.2841810000002,963.5354932,738.0,756.0,1,1,0,0,963.5354932,738.0,963.5354932,1056.2841810000002,1056.2841810000002,756.0,738.0,738.0
84,neos-3592146-hawea.mps.gz,18000.019898399998,4194.6591846,802754.0,378205.0,0,0,0,0,4194.6591846,378205.0,4194.6591846,4194.6591846,4194.6591846,378205.0,378205.0,378205.0
85,npmv07.mps.gz,238.2280322,312.7801882,3.0,16.0,1,1,1,1,238.2280322,3.0,238.2280322,238.2280322,238.2280322,3.0,3.0,3.0
86,ns2034125.mps.gz,14247.738842800001,17649.7211592,12420.0,174532.0,1,1,1,1,14247.738842800001,12420.0,14247.738842800001,14247.738842800001,14247.738842800001,12420.0,12420.0,12420.0
87,markshare_4_0.mps.gz,206.5255008,165.9511758,2188801.0,2130216.0,0,0,0,0,165.9511758,2130216.0,165.9511758,165.9511758,165.9511758,2130216.0,2130216.0,2130216.0
88,beavma.mps.gz,1.5795578,8.8867766,1.0,5697.0,1,1,1,1,1.5795578,1.0,1.5795578,1.5795578,1.5795578,1.0,1.0,1.0
89,supportcase37.mps.gz,119.99913280000001,207.9199404,23.0,1140.0,1,1,1,1,119.99913280000001,23.0,119.99913280000001,119.99913280000001,119.99913280000001,23.0,23.0,23.0
90,neos-1171448.mps.gz,7.233580999999999,37.921604800000004,1.0,8.0,1,1,1,1,7.233580999999999,1.0,7.233580999999999,7.233580999999999,7.233580999999999,1.0,1.0,1.0
91,biella1.mps.gz,1142.0292748,2194.9205856,199.0,10432.0,1,1,1,1,1142.0292748,199.0,1142.0292748,1142.0292748,1142.0292748,199.0,199.0,199.0
92,neos-5192052-neckar.mps.gz,0.0443422,0.05473079999999996,1.0,1.0,1,1,1,1,0.0443422,1.0,0.0443422,0.0443422,0.0443422,1.0,1.0,1.0
93,gen-ip036.mps.gz,734.7128842,660.4256990000001,2144143.0,2023646.0,0,0,0,0,660.4256990000001,2023646.0,660.4256990000001,660.4256990000001,660.4256990000001,2023646.0,2023646.0,2023646.0
94,fastxgemm-n2r7s4t1.mps.gz,1527.5183824,14064.976664000002,187498.0,1794161.0,1,1,1,1,1527.5183824,187498.0,1527.5183824,1527.5183824,1527.5183824,187498.0,187498.0,187498.0
95,dano3_3.mps.gz,135.0684252,203.1087536,16.0,20.0,1,1,1,1,135.0684252,16.0,135.0684252,135.0684252,135.0684252,16.0,16.0,16.0
96,neos-1367061.mps.gz,109.14186839999999,243.30314219999997,1.0,1.0,1,1,1,1,109.14186839999999,1.0,109.14186839999999,109.14186839999999,109.14186839999999,1.0,1.0,1.0
97,neos-1445765.mps.gz,59.223764200000005,55.2142896,263.0,612.0,1,1,0,0,55.2142896,263.0,55.2142896,59.223764200000005,59.223764200000005,612.0,263.0,263.0
98,neos-4338804-snowy.mps.gz,8287.774171000001,18000.201179799995,4344551.0,21969663.6,1,1,1,1,8287.774171000001,4344551.0,8287.774171000001,8287.774171000001,8287.774171000001,4344551.0,4344551.0,4344551.0
99,timtab1.mps.gz,70.7734738,10516.4303924,32472.0,17501066.0,1,1,1,1,70.7734738,32472.0,70.7734738,70.7734738,70.7734738,32472.0,32472.0,32472.0
100,timtab1CUTS.mps.gz,151.2333056,111.71996060000001,45864.0,147008.0,0,1,0,0,111.71996060000001,45864.0,111.71996060000001,111.71996060000001,151.2333056,147008.0,147008.0,45864.0
101,neos-5140963-mincio.mps.gz,16224.7060062,18000.041727,5624805.0,5551626.6,1,1,1,1,16224.7060062,5551626.6,16224.7060062,16224.7060062,16224.7060062,5624805.0,5624805.0,5624805.0
102,neos9.mps.gz,2487.5486386000002,18138.5640954,1296.0,42940.0,1,1,1,1,2487.5486386000002,1296.0,2487.5486386000002,2487.5486386000002,2487.5486386000002,1296.0,1296.0,1296.0
103,gus-sch.mps.gz,6.703771000000001,13.166688,136.0,2150.0,1,1,1,1,6.703771000000001,136.0,6.703771000000001,6.703771000000001,6.703771000000001,136.0,136.0,136.0
104,ns2071214.mps.gz,3678.6600276,1788.2570070000002,209906.0,171030.0,0,1,0,0,1788.2570070000002,171030.0,1788.2570070000002,1788.2570070000002,3678.6600276,171030.0,171030.0,209906.0
105,cap6000.mps.gz,5.2067074,2.768744,2009.0,1906.0,0,1,0,0,2.768744,1906.0,2.768744,2.768744,5.2067074,1906.0,1906.0,2009.0
106,p500x2988d.mps.gz,2.5675902,206.72076579999998,1.0,17714.0,1,1,1,1,2.5675902,1.0,2.5675902,2.5675902,2.5675902,1.0,1.0,1.0
107,supportcase34.mps.gz,1295.9650344,17159.219179,5869.0,95297.8,1,1,1,1,1295.9650344,5869.0,1295.9650344,1295.9650344,1295.9650344,5869.0,5869.0,5869.0
108,neos-5093327-huahum.mps.gz,8115.829919599999,17788.069259199998,33313.0,512358.8,1,1,1,1,8115.829919599999,33313.0,8115.829919599999,8115.829919599999,8115.829919599999,33313.0,33313.0,33313.0
109,dsbmip.mps.gz,1.8040791999999999,1.28648,12.0,10.0,0,1,0,0,1.28648,10.0,1.28648,1.28648,1.8040791999999999,10.0,10.0,12.0
110,mik-250-20-75-1.mps.gz,13.430595199999999,28.9001902,993.0,94342.0,1,1,1,1,13.430595199999999,993.0,13.430595199999999,13.430595199999999,13.430595199999999,993.0,993.0,993.0
111,supportcase43.mps.gz,21.9629302,20.433117399999997,1.0,1.0,0,1,0,0,20.433117399999997,1.0,20.433117399999997,20.433117399999997,21.9629302,1.0,1.0,1.0
112,neos-4333596-skien.mps.gz,150.098923,622.9373543999999,91755.0,472118.0,1,1,1,1,150.098923,91755.0,150.098923,150.098923,150.098923,91755.0,91755.0,91755.0
113,neos-4413714-turia.mps.gz,379.8644968,768.5424608000001,63.0,890.0,1,1,1,1,379.8644968,63.0,379.8644968,379.8644968,379.8644968,63.0,63.0,63.0
114,bab5.mps.gz,17866.5860734,18018.4576198,204062.2,298315.4,1,1,1,1,17866.5860734,204062.2,17866.5860734,17866.5860734,17866.5860734,204062.2,204062.2,204062.2
115,neos-2987310-joes.mps.gz,22.828121000000003,29.047006999999997,1.0,1.0,1,1,1,1,22.828121000000003,1.0,22.828121000000003,22.828121000000003,22.828121000000003,1.0,1.0,1.0
116,neos4.mps.gz,1.0173299999999998,0.9805075999999999,1.0,1.0,0,1,0,0,0.9805075999999999,1.0,0.9805075999999999,0.9805075999999999,1.0173299999999998,1.0,1.0,1.0
117,neos-885524.mps.gz,668.3628896000001,18007.599613199996,176.0,286520.2,1,1,1,1,668.3628896000001,176.0,668.3628896000001,668.3628896000001,668.3628896000001,176.0,176.0,176.0
118,chromaticindex512-7.mps.gz,6847.2236672,1358.3790760000002,36950.0,375.0,0,1,0,0,1358.3790760000002,375.0,1358.3790760000002,1358.3790760000002,6847.2236672,375.0,375.0,36950.0
119,piperout-27.mps.gz,29.7227794,59.22968039999999,102.0,758.0,1,1,1,1,29.7227794,102.0,29.7227794,29.7227794,29.7227794,102.0,102.0,102.0
120,rocII-5-11.mps.gz,17982.472482,18022.0110508,1116519.0,1273813.8,1,1,1,1,17982.472482,1116519.0,17982.472482,17982.472482,17982.472482,1116519.0,1116519.0,1116519.0
121,arki001.mps.gz,18000.7384716,3370.3360467999996,2267074.2,1761208.0,0,1,0,0,3370.3360467999996,1761208.0,3370.3360467999996,3370.3360467999996,18000.7384716,1761208.0,1761208.0,2267074.2
122,23588.mps.gz,5.0133938,2.4018606,576.0,981.0,0,1,0,0,2.4018606,576.0,2.4018606,2.4018606,5.0133938,981.0,981.0,576.0
123,neos-4971100-bodrog.mps.gz,3.8867165999999997,3.8209796,1.0,1.0,0,1,0,0,3.8209796,1.0,3.8209796,3.8209796,3.8867165999999997,1.0,1.0,1.0
124,n2seq36f.mps.gz,19.359966800000002,15.079643,1580.0,3982.0,0,1,0,0,15.079643,1580.0,15.079643,15.079643,19.359966800000002,3982.0,3982.0,1580.0
125,ran13x13.mps.gz,44.481120999999995,146.82387919999996,2468.0,250267.0,1,1,1,1,44.481120999999995,2468.0,44.481120999999995,44.481120999999995,44.481120999999995,2468.0,2468.0,2468.0
126,supportcase33.mps.gz,705.3632031999999,662.6506302,4878.0,17526.0,0,1,0,0,662.6506302,4878.0,662.6506302,662.6506302,705.3632031999999,17526.0,17526.0,4878.0
127,pw-myciel4.mps.gz,524.4857786,1017.8250145999999,46551.0,128785.0,1,1,1,1,524.4857786,46551.0,524.4857786,524.4857786,524.4857786,46551.0,46551.0,46551.0
128,mik-250-20-75-2.mps.gz,15.7628142,29.1630146,427.0,90650.0,1,1,1,1,15.7628142,427.0,15.7628142,15.7628142,15.7628142,427.0,427.0,427.0
129,neos-5195221-niemur.mps.gz,2236.5565446000005,3012.9677922,44657.0,117919.0,1,1,1,1,2236.5565446000005,44657.0,2236.5565446000005,2236.5565446000005,2236.5565446000005,44657.0,44657.0,44657.0
130,neos-5013590-toitoi.mps.gz,18000.013552800003,12883.889691399998,1.0,31417.0,0,1,0,0,12883.889691399998,1.0,12883.889691399998,12883.889691399998,18000.013552800003,31417.0,31417.0,1.0
131,shipschedule8shipsmixuci.mps.gz,118.40626320000001,127.850053,1822.0,1222.0,1,1,1,1,118.40626320000001,1222.0,118.40626320000001,118.40626320000001,118.40626320000001,1822.0,1822.0,1822.0
132,neos-950242.mps.gz,236.16797899999997,51.997601200000005,100.0,46.0,0,1,0,0,51.997601200000005,46.0,51.997601200000005,51.997601200000005,236.16797899999997,46.0,46.0,100.0
133,neos-3759587-noosa.mps.gz,15.419613600000002,16.589990800000002,1.0,1.0,1,1,1,1,15.419613600000002,1.0,15.419613600000002,15.419613600000002,15.419613600000002,1.0,1.0,1.0
134,nu120-pr12.mps.gz,4.5727108,12.031660600000002,49.0,1073.0,1,1,1,1,4.5727108,49.0,4.5727108,4.5727108,4.5727108,49.0,49.0,49.0
135,neos-555343.mps.gz,18000.0134128,7494.8594216,572326.6,1209040.0,0,1,1,0,7494.8594216,572326.6,18000.0134128,7494.8594216,18000.0134128,572326.6,1209040.0,572326.6
136,neos-3755335-nizao.mps.gz,16.0719456,16.4432422,1.0,1.0,1,1,1,1,16.0719456,1.0,16.0719456,16.0719456,16.0719456,1.0,1.0,1.0
137,bienst1.mps.gz,211.2598324,68.5945938,17052.0,11113.0,0,1,0,0,68.5945938,11113.0,68.5945938,68.5945938,211.2598324,11113.0,11113.0,17052.0
138,neos-3611447-jijia.mps.gz,2.0169395999999997,13.129674999999997,143.0,9767.0,1,1,1,1,2.0169395999999997,143.0,2.0169395999999997,2.0169395999999997,2.0169395999999997,143.0,143.0,143.0
139,neos-913984.mps.gz,182.8153186,2395.3097408,23.0,12540.0,1,1,1,1,182.8153186,23.0,182.8153186,182.8153186,182.8153186,23.0,23.0,23.0
140,neos-3696678-lyvia.mps.gz,0.19544779999999998,0.19456659999999998,1.0,1.0,0,1,0,0,0.19456659999999998,1.0,0.19456659999999998,0.19456659999999998,0.19544779999999998,1.0,1.0,1.0
141,disctom.mps.gz,8.990438000000001,8.4325328,1.0,1.0,0,1,0,0,8.4325328,1.0,8.4325328,8.4325328,8.990438000000001,1.0,1.0,1.0
142,app2-1.mps.gz,0.43652100000000005,0.4460588,1.0,1.0,1,1,1,1,0.43652100000000005,1.0,0.43652100000000005,0.43652100000000005,0.43652100000000005,1.0,1.0,1.0
143,tbfp-network.mps.gz,1033.9815594,1883.1446028,34.0,419.0,1,1,1,1,1033.9815594,34.0,1033.9815594,1033.9815594,1033.9815594,34.0,34.0,34.0
144,neos-3761878-oglio.mps.gz,99.6009578,61.981388599999995,1210.0,1475.0,0,1,0,0,61.981388599999995,1210.0,61.981388599999995,61.981388599999995,99.6009578,1475.0,1475.0,1210.0
145,bppc8-02.mps.gz,0.862453,0.23064939999999995,125.0,177.0,0,1,0,0,0.23064939999999995,125.0,0.23064939999999995,0.23064939999999995,0.862453,177.0,177.0,125.0
